,URL,CATEGORY,content and summary
51890,http://www.valuewalk.com/2014/03/gamestop-corp-gme-misses-estimates-shares-slump/,business,"['GameStop Corp. (NYSE:GME) released its fourth fiscal quarter results before opening bell this morning, coming up a bit short with basic net earnings of $1.91 a share on sales of $3.68 billion. Diluted earnings per share were $1.89. On average, analysts had been expecting the retail chain to report earnings of $1.93 a share on revenue of $3.79 billion.\n\nAs expected, console sales drove positive same store sales, both for the fourth quarter and the full year. Both the Xbox One and the PlayStation 4 launched during the fourth quarter.\n\nBreaking down GameStop’s results\n\nTotal global says for the quarter rose 3.4%. GameStop Corp. (NYSE:GME) noted that the quarter had 13 weeks, compared to last year’s 14 weeks in the same quarter. The retail chain reported that consolidated comparable store sales rose 7.8% year over year, with sales and comps being driven by the two new consoles.\n\nFourth quarter net earnings were $220.5 million, which includes “goodwill and asset impairment charges,” which amounted to a 20-cent per-share impact. That’s a decline from last year’s net earnings of $261.1 million in the same quarter a year ago.\n\nGameStop Corp. (NYSE:GME) said the charges were mainly connected with the closure of Spawn Labs and store asset impairments. The retail chain also had a one-time benefit of 18 cents per share due to a change in accounting estimates.\n\nGameStop reports full-year results\n\nFor the full 2013 fiscal year, which ended Feb. 1, 2014, GameStop Corp. (NYSE:GME) reported total globl sales of $9.04 billion, an increase of 1.7% year over year. Full-year consolidated comparable store sales rose 3.8%, as sales of new video game hardware increased 29.7%. Those sales were driven by the launches of the PlayStation 4 and the Xbox One.\n\nSales from new and used video games fell 2.8% year over year, while sales of “value products” fell 4.1% in the quarter. GameStop Corp. (NYSE:GME) said until the fourth quarter, both categories were impacted by “limited” releases of new titles and also falling store traffic.\n\nDiluted net earnings for the full year were $2.99 a share, compared to $2.13 per share in losses in the previous years.\n\nGameStop buys back shares, guides for 2014\n\nDuring the fourth quarter, GameStop Corp. (NYSE:GME) bought back $49.5 million worth of shares. For the full year, the retail chain bought back $258.3 million. It also paid back $131 million in dividends during the fiscal year.\n\nIn the current year so far through March 20, GameStop Corp. (NYSE:GME) has bought back about $20.6 million worth of shares. The company has $436.5 million left on its current share repurchasing program. Earlier this month, GameStop also announced it was increasing its regular annual cash dividend by 20% to $1.32 per share.\n\nGameStop Corp. (NYSE:GME) said it expects earnings per share for the full year to rise between 13% and 23%. It expects its net income to grow between 12% and 22%. The retail chain guided for diluted earnings per share of 55 cents to 60 cents for the current quarter and $3.40 to $3.70 for the full 2014 fiscal year.', 'GameStop Corp. (NYSE:GME) noted that the quarter had 13 weeks, compared to last year’s 14 weeks in the same quarter.\nGameStop Corp. (NYSE:GME) said the charges were mainly connected with the closure of Spawn Labs and store asset impairments.\nGameStop buys back shares, guides for 2014During the fourth quarter, GameStop Corp. (NYSE:GME) bought back $49.5 million worth of shares.\nIn the current year so far through March 20, GameStop Corp. (NYSE:GME) has bought back about $20.6 million worth of shares.\nGameStop Corp. (NYSE:GME) said it expects earnings per share for the full year to rise between 13% and 23%.']"
51891,http://www.thestreet.com/story/12556927/1/why-gamestop-gme-is-sliding-before-the-bell.html,business,"['NEW YORK (TheStreet) -- Video game retailer GameStop (GME - Get Report) is slipping in pre-market trading after missing fourth-quarter expectations on its top- and bottom-line.\n\nBefore the bell, shares had taken off 4.9% to $37.\n\nOver the three months to Feb. 1, GameStop recorded net income of $1.90 a share, 2 cents short of analysts\' estimates compiled by Thomson Reuters.\n\nRevenue jumped 3.4% from the year-ago quarter, while comparable-store sales soared 7.8%, driven by console sales of the recently-launched Microsoft (MSFT) Xbox One and Sony (SNE) PlayStation 4. However, $3.68 billion in total sales fell short of a forecast of $3.78 billion.\n\nSTOCKS TO BUY: TheStreet Quant Ratings has identified a handful of stocks that can potentially TRIPLE in the next 12 months. Learn more.\n\n""The launch of new consoles in 2013 marked the return of innovation to the video game category and GameStop\'s market share increased to an all-time high,"" CEO Paul Raines said in a statement.\n\nOver fiscal 2014, management expects sales growth between 8% and 14% and provided earnings guidance of $3.40 to $3.70 a share. Analysts forecast earnings of $3.76 a share.\n\nTheStreet Ratings team rates GAMESTOP CORP as a Buy with a ratings score of B-. TheStreet Ratings Team has this to say about their recommendation:\n\n""We rate GAMESTOP CORP (GME) a BUY. This is driven by multiple strengths, which we believe should have a greater impact than any weaknesses, and should give investors a better performance opportunity than most stocks we cover. The company\'s strengths can be seen in multiple areas, such as its revenue growth, solid stock price performance, reasonable valuation levels, good cash flow from operations and compelling growth in net income. We feel these strengths outweigh the fact that the company shows low profit margins.""\n\nYou can view the full analysis from the report here: GME Ratings Report\n\nMust Read: Warren Buffett\'s 10 Favorite Stocks\n\nSTOCKS TO BUY: TheStreet Quant Ratings has identified a handful of stocks that can potentially TRIPLE in the next 12 months. Learn more.', 'NEW YORK (TheStreet) -- Video game retailer GameStop (GME - Get Report) is slipping in pre-market trading after missing fourth-quarter expectations on its top- and bottom-line.\nSTOCKS TO BUY: TheStreet Quant Ratings has identified a handful of stocks that can potentially TRIPLE in the next 12 months.\nOver fiscal 2014, management expects sales growth between 8% and 14% and provided earnings guidance of $3.40 to $3.70 a share.\nTheStreet Ratings team rates GAMESTOP CORP as a Buy with a ratings score of B-.\nTheStreet Ratings Team has this to say about their recommendation:""We rate GAMESTOP CORP (GME) a BUY.']"
51892,http://www.techsonian.com/stocks-buzzers-gamestop-corp-nysegme-netlist-inc-nasdaqnlst-solarcity-corp-nasdaqscty-adt-corp-nyseadt/12153156/,business,"['The Domain Broker\n\nStartup Domains represents a few select owners of domain names as a broker. The domain name owners set the prices. There is typically no room for negotiation. If you see something you want to buy, email us and we will start escrow. Buyer pays escrow fees.\n\nDomains and Branding\n\nWe help entrepreneurs find the best domain names to brand their startup companies right. We offer great domains and intellectual property for the re-branding of companies, products, and services. Search our list of hundreds of valuable domain names for sale.\n\nAdvice for Entrepreneurs\n\nWe offer resources to help entrepreneurs grow and build their economies. For your protection and to maximize the value of your domain names and branding, make sure your business and product names can be trademarked.\n\nVisit USPTO.GOV for more information about patents and trademarks. We recommend finding a qualified intellectual property attorney to help you assess your needs.\n\nPatents and Trademarks\n\nOne of the best business resources is the United States Patent and Trademark Office at www.uspto.gov. Whether you are naming your first company or are rebranding a business or product, it makes sense to search existing trademarks and applicable patents.\n\nYou may be able to register your own trademark without difficulty. However, for the safety of your business, we recommend finding a good intellectual property attorney to assist you. If you’re filing for a patent, we strongly suggest you hire a patent attorney. Patent filings can be very complex.\n\nProtect your intellectual property the best that your budget and skills will allow. Owning the right domain name is an important piece of your company’s intellectual property.\n\nDomain Brokerage\n\nWe broker these domains. Buy now domains are available at the stated prices. Bid domains, if any, generally sell at higher than starting bid prices. Stock swaps, in lieu of cash payments, for the right companies may be available. Serious inquiries only, please.\n\nWe use Escrow.com for escrow services and request a 3-day buyer pay period. Buyers pay escrow fees. Normally, escrow fees are under 1% of the purchase price. Confidentiality of buyer and price may be negotiated prior to purchase.\n\nOnce you have found your domain, email us and we will begin escrow. Cash purchases are executed online. Using escrow ensures domain transfers are simple and secure. For asset swaps and more complex sales, we will work with the buyer to enable a safe and mutually beneficial transaction.\n\nView our growing inventory of premium, brandable .com domain names. Email us with questions and business proposals or use our contact form. Our contact information is also listed at the top of each page of this site. Thank you!\n\nBionicDomains.com is your best resource for buying Bionic domain names. These are domains with the “Bionic” prefix. These domains cover financial, technology, entertainment, and various business areas. Bionic domains are offered in large domain packages only. Click here to view a small sample of our portfolio.\n\nSerious corporate or venture inquiries only, please.\n\nHigh-end Brands\n\nFor more domains and high-end branding opportunities, click here or visit BrandLily.com.', 'The Domain BrokerStartup Domains represents a few select owners of domain names as a broker.\nDomains and BrandingWe help entrepreneurs find the best domain names to brand their startup companies right.\nWe offer great domains and intellectual property for the re-branding of companies, products, and services.\nSearch our list of hundreds of valuable domain names for sale.\nWe recommend finding a qualified intellectual property attorney to help you assess your needs.']"
51893,http://www.dividend.com/news/2014/gamestop-corp-misses-q4-estimates-shares-sink-gme/,business,
51894,http://stream.wsj.com/story/latest-headlines/SS-2-63399/SS-2-493090/,business,"['Turkey’s government used a Washington law firm to gather information about its critics, including residents of the U.S., who it believed were allied with a movement that President Recep Tayyip Erdogan regards as a central enemy.\n\nGoogle will soon offer checking accounts to consumers, becoming the latest Silicon Valley heavyweight to push into finance.\n\nAmbassador William Taylor testified he was alerted about a July phone call between President Trump and Ambassador Gordon Sondland, in which the president asked about the status of Ukraine probes a day after he spoke with Ukraine’s Zelensky. Mr. Taylor also said Mr. Sondland told a staffer Mr. Trump “cares more about the investigations of Biden.”\n\nA Mining Town Buried in Mud Finds Itself Awash in Cash. It Will Soon Run Out. After a deadly dam collapse, Brazil’s mining giant Vale SA showered money on survivors who spent like every day was their last. Now Vale plans to close the mine, a pillar of the local economy.', 'Google will soon offer checking accounts to consumers, becoming the latest Silicon Valley heavyweight to push into finance.\nAmbassador William Taylor testified he was alerted about a July phone call between President Trump and Ambassador Gordon Sondland, in which the president asked about the status of Ukraine probes a day after he spoke with Ukraine’s Zelensky.\nMr. Taylor also said Mr. Sondland told a staffer Mr. Trump “cares more about the investigations of Biden.”A Mining Town Buried in Mud Finds Itself Awash in Cash.\nAfter a deadly dam collapse, Brazil’s mining giant Vale SA showered money on survivors who spent like every day was their last.\nNow Vale plans to close the mine, a pillar of the local economy.']"
51895,http://www.mideasttime.com/gamestop-corp-gme-updates-q1-earnings-guidance/105126/,business,"[""Media stories about GME stock have trended very negative this week, according to InfoTrie Sentiment. The research firm ranks the sentiment of news coverage by reviewing more than six thousand news and blog sources in real time. The firm ranks coverage of publicly-traded companies on a scale of negative five to positive five, with scores nearest to five being the most favorable. GameStop earned a media sentiment score of -3.2 on InfoTrie's scale. They also gave headlines about the company a news buzz of 10.0 out of 10, meaning that recent news coverage is extremely likely to have an effect on the company's share price in the near future. View News Stories for GameStop."", ""Media stories about GME stock have trended very negative this week, according to InfoTrie Sentiment.\nThe research firm ranks the sentiment of news coverage by reviewing more than six thousand news and blog sources in real time.\nThe firm ranks coverage of publicly-traded companies on a scale of negative five to positive five, with scores nearest to five being the most favorable.\nGameStop earned a media sentiment score of -3.2 on InfoTrie's scale.\nView News Stories for GameStop.""]"
51896,http://uk.reuters.com/article/2014/03/27/uk-gamestop-results-idUKBREA2Q0ZN20140327,business,"['(Reuters) - GameStop Corp, the world’s largest retailer of videogame products, reported a 3.4 percent rise in fourth-quarter revenue, driven by demand for new game consoles from Sony Corp and Microsoft Corp.\n\nHowever, the company’s net profit fell to $220.5 million, or $1.89 per share in the three months ended February 1 from $261.1 million, or $2.15 per share, a year earlier.\n\nThe Grapevine, Texas-based company said revenue rose to $3.68 billion from $3.56 billion.', '(Reuters) - GameStop Corp, the world’s largest retailer of videogame products, reported a 3.4 percent rise in fourth-quarter revenue, driven by demand for new game consoles from Sony Corp and Microsoft Corp.\nHowever, the company’s net profit fell to $220.5 million, or $1.89 per share in the three months ended February 1 from $261.1 million, or $2.15 per share, a year earlier.\nThe Grapevine, Texas-based company said revenue rose to $3.68 billion from $3.56 billion.']"
51897,http://www.rttnews.com/2293323/gamestop-q4-profit-down-results-miss-estimates-sees-fy14-eps-below-view.aspx\?type=bn,business,"[""Videogame retailer GameStop Corp. (GME) said that its fourth quarter net income attributable to the company declined to $220.5 million, from last year's $261.1 million, with earnings per share decreasing to $1.89 from $2.15 in the prior year quarter.\n\nThe latest-quarter result included goodwill and asset impairment charges of $28.7 million ($22.8 million, net of tax benefits), or $0.20 per share, primarily due to the closure of Spawn Labs and store asset impairments. The company also recorded a non-recurring benefit of $33.6 million ($20.9 million after tax), or $0.18 per diluted share, from a change in accounting estimates primarily related to redemption rates in our PowerUp Rewards and other customer liability programs.\n\nNon-GAAP earnings per share for the quarter slipped to $1.90 from $2.16 in the year ago quarter. Analysts polled by Thomson Reuters expected the company to report earnings of $1.92 per share for the quarter. Analysts' estimates typically exclude special items.\n\nTotal global sales for the 13-week fourth quarter of 2013 were $3.68 billion, a 3.4% increase compared to $3.56 billion in the 14-week prior year quarter. Twenty analysts estimated revenues of $3.79 billion for the quarter.\n\nConsolidated comparable store sales increased 7.8% compared to the prior year quarter. The growth in sales and comps was driven by the successful launches of Microsoft's Xbox One and Sony's PlayStation 4.\n\nFor the first quarter, the company expects net income to be in the range of $64.0 million to $70.0 million or $0.55 to $0.60 per share, total sales growth of 7.0% to 10.0%, and comparable store sales growth of 5.0% to 8.0%. Analysts expect the company to report earnings of $0.53 per share and revenues of $2.04 billion for the first-quarter.\n\nLooking ahead for fiscal 2014, the company projects net income to be in the range of $398.0 million to $433.0 million or $3.40 to $3.70 per share, total sales growth of 8.0% to 14.0%, and comparable store sales growth of 6.0% to 12.0%. Street currently is looking for fiscal year 2014 earnings of $3.76 per share on annual revenues of $9.85 billion.\n\nThe company expects to reduce its video game store count by approximately 2% in 2014.\n\nFor comments and feedback contact: editorial@rttnews.com\n\nBusiness News"", ""Non-GAAP earnings per share for the quarter slipped to $1.90 from $2.16 in the year ago quarter.\nAnalysts polled by Thomson Reuters expected the company to report earnings of $1.92 per share for the quarter.\nConsolidated comparable store sales increased 7.8% compared to the prior year quarter.\nThe growth in sales and comps was driven by the successful launches of Microsoft's Xbox One and Sony's PlayStation 4.\nAnalysts expect the company to report earnings of $0.53 per share and revenues of $2.04 billion for the first-quarter.""]"
51898,http://www.wkrb13.com/markets/284391/gamestop-corp-gme-releases-fy15-earnings-guidance/,business,"[""© American Consumer News, LLC dba MarketBeat® 2010-2019. All rights reserved.\n\n326 E 8th St #108, Sioux Falls, SD 57103 | [email protected] | (844) 978-6257\n\nMarketBeat does not provide financial advice and does not issue recommendations or offers to buy stock or sell any security. Learn more.\n\n© 2019 Market data provided is at least 10-minutes delayed and hosted by Barchart Solutions. Fundamental company data provided by Morningstar and Zacks Investment Research. Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see disclaimer."", ""© American Consumer News, LLC dba MarketBeat® 2010-2019.\n326 E 8th St #108, Sioux Falls, SD 57103 | [email protected] | (844) 978-6257MarketBeat does not provide financial advice and does not issue recommendations or offers to buy stock or sell any security.\n© 2019 Market data provided is at least 10-minutes delayed and hosted by Barchart Solutions.\nFundamental company data provided by Morningstar and Zacks Investment Research.\nInformation is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed.""]"
51899,http://www.mcvuk.com/news/read/gamestop-narrowly-misses-revenue-estimates-as-q4-like-for-likes-climb-7-8/0130260,business,
