,URL,CATEGORY,content and summary
37249,http://ewn.co.za/2014/03/23/Ebola-has-killed-up-to-59-in-Guinea,health,"['Ebola has killed up to 59 in Guinea\n\nGovernment said the haemorrhagic fever Ebola may have spread to neighbouring Sierra Leone.\n\nCONAKRY - Guinea has received confirmation that a mysterious disease that has killed up to 59 people in the West African country, and may have spread to neighbouring Sierra Leone, is the haemorrhagic fever Ebola, the government said on Saturday.\n\nCases of the disease, among the most virulent pathogens known to infect humans, with a fatality rate of up to 90 percent - have been registered in three southeastern towns and in the capital Conakry since February 9. It has never before been recorded in Guinea.\n\n""It is indeed Ebola fever. A laboratory in Lyon (France) confirmed the information,"" Damantang Albert Camara told Reuters.\n\nSix of the 12 samples sent for analysis tested positive for Ebola, Dr Sakoba Keita, who heads the epidemics prevention division at Guinea\'s health ministry, told Reuters.\n\nHe added that health officials had registered 80 suspected cases of the disease, including 59 deaths.\n\n""But you have to understand that not all the cases are necessarily due to Ebola fever. Some will have other origins, including a form of severe dysentery,"" Keita said.\n\nWorld Health Organisation (WHO) officials said that cases showing similar symptoms, including fever, diarrhoea, vomiting and bleeding, had also been reported in an area of Sierra Leone near the border with Guinea.\n\nSierra Leone\'s chief medical officer, Dr Brima Kargbo, said authorities were investigating the case of a 14-year-old boy who died in the town of Buedu in the eastern Kailahun District.\n\nThe boy had travelled to Guinea to attend the funeral of one of the outbreak\'s earlier victims.\n\nKargbo said a medical team had been sent to Buedu to test those who came into contact with the boy before his death.\n\n\'HIGHLY CONTAGIOUS\'\n\nThe international medical charity Medecins Sans Frontieres (MSF) announced on Saturday it was reinforcing its medical and logistics teams in Guinea in response to the epidemic.\n\nIt is also flying in 33 tonnes of medicines and equipment and is setting up isolation units in the three affected towns in Guinea.\n\n""These structures are essential to prevent the spread of the disease, which is highly contagious,"" Dr Esther Sterk, MSF\'s tropical medicine adviser, said in a statement. ""Specialised staff are providing care to patients showing signs of infection.""\n\nEbola is introduced into the human population through close contact with infected animals including chimpanzees, gorillas, fruit bats, monkeys, forest antelope and porcupines, according to the WHO.\n\nThe disease, which is transmitted between humans through contact with organs, blood, secretions, or other bodily fluids, is most commonly found in the Democratic Republic of Congo, Uganda, South Sudan and Gabon.\n\nThough no epidemics of the disease have been recorded among humans in West Africa, a variety of Ebola infected a colony of chimpanzees in Ivory Coast\'s Tai National Park, near the country\'s border with Liberia, in 1994.\n\nA Swiss scientist, who performed an autopsy on one of the infected animals, contracted the disease but later recovered.', 'Ebola has killed up to 59 in GuineaGovernment said the haemorrhagic fever Ebola may have spread to neighbouring Sierra Leone.\nCONAKRY - Guinea has received confirmation that a mysterious disease that has killed up to 59 people in the West African country, and may have spread to neighbouring Sierra Leone, is the haemorrhagic fever Ebola, the government said on Saturday.\n""It is indeed Ebola fever.\nHe added that health officials had registered 80 suspected cases of the disease, including 59 deaths.\n""But you have to understand that not all the cases are necessarily due to Ebola fever.']"
37250,http://www.euronews.com/2014/03/22/ebola-outbreak-kills-nearly-60-in-guinea/,health,"['In Guinea, the highly contagious Ebola virus has been blamed for killing nearly 60 people in the country.\n\nDozens of cases of the deadly disease have been identified after an outbreak of hemorraghic fever was first reported in the West African state last month.\n\nTest results sent to France confirmed the epidemic was Ebola.\n\nWorld Health Organization officials say cases with similar symptoms, including fever, diarrhoea, vomiting and bleeding, have also shown up in neighbouring Sierra Leone near Guinea’s border, with fears it may be spreading.\n\nAid agencies are said to be working to try to contain the virus, which primarily occurs in remote rain forest areas in West and Central Africa.\n\nTransmitted via human contact, Ebola is one of the most virulent pathogens known to man. There is no known cure or vaccine for the virus which can kill anywhere between 25 percent and 90 percent of its victims.', 'In Guinea, the highly contagious Ebola virus has been blamed for killing nearly 60 people in the country.\nDozens of cases of the deadly disease have been identified after an outbreak of hemorraghic fever was first reported in the West African state last month.\nTest results sent to France confirmed the epidemic was Ebola.\nTransmitted via human contact, Ebola is one of the most virulent pathogens known to man.\nThere is no known cure or vaccine for the virus which can kill anywhere between 25 percent and 90 percent of its victims.']"
37251,http://www.stabroeknews.com/2014/news/world/03/23/guinea-confirms-fever-ebola-killed-59/,health,"['Guinea confirms fever is Ebola, has killed up to 59\n\nCONAKRY (Reuters) – Guinea has received confirmation that a mysterious disease that has killed up to 59 people in the West African country, and may have spread to neighbouring Sierra Leone, is the haemorrhagic fever Ebola, the government said yesterday.\n\nCases of the disease – among the most virulent pathogens known to infect humans, with a fatality rate of up to 90 per cent – have been registered in three southeastern towns and in the capital Conakry since Feb 9. It has never before been recorded in Guinea.\n\n“It is indeed Ebola fever. A laboratory in Lyon (France) confirmed the information,” Damantang Albert Camara told Reuters.\n\nSix of the 12 samples sent for analysis tested positive for Ebola, Dr. Sakoba Keita, who heads the epidemics prevention division at Guinea’s health ministry, told Reuters.\n\nHe added that health officials had registered 80 suspected cases of the disease, including 59 deaths.', 'Guinea confirms fever is Ebola, has killed up to 59CONAKRY (Reuters) – Guinea has received confirmation that a mysterious disease that has killed up to 59 people in the West African country, and may have spread to neighbouring Sierra Leone, is the haemorrhagic fever Ebola, the government said yesterday.\nIt has never before been recorded in Guinea.\n“It is indeed Ebola fever.\nSix of the 12 samples sent for analysis tested positive for Ebola, Dr. Sakoba Keita, who heads the epidemics prevention division at Guinea’s health ministry, told Reuters.\nHe added that health officials had registered 80 suspected cases of the disease, including 59 deaths.']"
37252,http://english.farsnews.com/newstext.aspx\?nn=13930103000151,health,
37253,http://topnews.us/content/261258-ebola-virus-leads-launch-intervention-guinea,health,"['After several reports regarding the spread of hemorrhagic fever due to the dreaded Ebola virus in the southern Guinea has led to the launch of an emergency medical intervention by doctors without borders (MSF). 34 people have died due to the outbreak.\n\nSakoba Keita, the Guinean health ministry official informed the VOA yesterday that one-third of the total samples sent for testing to France have been confirmed as Ebola.\n\nSo far 49 cases of infection have been recorded so far by the Ministry of Health of Guinea. They believe that the problem has reached an epidemic stage since there are three cases of infection suspected in the capital city of Conarky after the first reported case of infection in February.\n\nDue to the sudden and growing outbreak of the virus it is feared that it may affect the population of Sierra Leone. As a result a team of WHO officials are planning a visit to Guinea to conduct some more confirmatory tests on site.\n\nDr. Esther Sterk, a tropical disease specialist from the MSF the group stationed at Geneva at present has a medical team of 24 people to take care of the suspected cases and there is more professional help expected soon.', 'After several reports regarding the spread of hemorrhagic fever due to the dreaded Ebola virus in the southern Guinea has led to the launch of an emergency medical intervention by doctors without borders (MSF).\nSakoba Keita, the Guinean health ministry official informed the VOA yesterday that one-third of the total samples sent for testing to France have been confirmed as Ebola.\nSo far 49 cases of infection have been recorded so far by the Ministry of Health of Guinea.\nDue to the sudden and growing outbreak of the virus it is feared that it may affect the population of Sierra Leone.\nAs a result a team of WHO officials are planning a visit to Guinea to conduct some more confirmatory tests on site.']"
37254,http://www.ibtimes.co.uk/guinea-deaths-ebola-virus-cause-deadly-epidemic-which-left-60-people-dead-1441428,health,"['Health officials have confirmed that the Ebola virus is the cause of an epidemic that has left 60 people dead in Southern Guinea.\n\nOfficials have registered 48 cases of the deadly infection since the outbreak was first reported last month.\n\nGuinea health ministry official, Sakoba Keita revealed that three of 12 virus samples sent to France have been confirmed as Ebola, while there are also three suspected infections in the capital, Conakry.\n\nThe Ebola fever epidemic raging in southern Guinea since 9 February has left at least 59 dead out of 80 cases identified by our services on the ground. - Sakoba Keita, Guinea Health Ministry Official\n\n""We got the first results from Lyon yesterday (21 March) which informed us of the presence of the Ebola virus as the cause of this outbreak,"" Keita said.\n\n""The Ebola fever epidemic raging in southern Guinea since 9 February has left at least 59 dead out of 80 cases identified by our services on the ground.""\n\n""We are overwhelmed in the field, we are fighting against this epidemic with all the means we have at our disposal with the help of our partners but it is difficult,"" he added.\n\nIt is also feared that the hemorrhagic fever outbreak may have spread to neighbouring Sierra Leone.\n\nThere is no known cure or vaccine for the highly contagious Ebola virus, which is spread by close personal contact with people who are infected and kills between 25% and 90% of victims.\n\nThe World Health Organization says it can also be transmitted through contact with infected, sick or dead animals and occurs primarily in remote villages in Central and West Africa, near tropical rainforests.\n\nThe health ministry has said that WHO officials will arrive in Guinea on Sunday (23 March) to conduct additional tests.\n\nMedical aid charity Medecins sans Frontieres confirmed it would strengthen its team in Guinea and fly 33 tonnes of drugs and isolation equipment in from Belgium and France.', 'Health officials have confirmed that the Ebola virus is the cause of an epidemic that has left 60 people dead in Southern Guinea.\nThe Ebola fever epidemic raging in southern Guinea since 9 February has left at least 59 dead out of 80 cases identified by our services on the ground.\n- Sakoba Keita, Guinea Health Ministry Official""We got the first results from Lyon yesterday (21 March) which informed us of the presence of the Ebola virus as the cause of this outbreak,"" Keita said.\n""The Ebola fever epidemic raging in southern Guinea since 9 February has left at least 59 dead out of 80 cases identified by our services on the ground.""\nThe health ministry has said that WHO officials will arrive in Guinea on Sunday (23 March) to conduct additional tests.']"
37255,http://www.rte.ie/news/2014/0323/604002-ebola/,health,"['Guinea has received confirmation that a mysterious disease that has killed up to 59 people in the West African country is the haemorrhagic fever Ebola.\n\nIt may also have spread to neighbouring Sierra Leone.\n\nIt is among the most virulent pathogens known to infect humans, with a fatality rate of up to 90%.\n\nCases of the disease have been registered in three southeastern towns and in the capital Conakry since 9 February.\n\nIt has never before been recorded in Guinea.\n\nSix of the 12 samples sent for analysis tested positive for Ebola, said Dr Sakoba Keita, who heads the epidemics prevention division at Guinea\'s health ministry.\n\nHe said that health officials had registered 80 suspected cases of the disease, including 59 deaths.\n\n""But you have to understand that not all the cases are necessarily due to Ebola fever. Some will have other origins, including a form of severe dysentery,"" Mr Keita said.\n\nWorld Health Organisation (WHO) officials said that cases showing similar symptoms, including fever, diarrhoea, vomiting and bleeding, had also been reported in an area of Sierra Leone near the border with Guinea.\n\nSierra Leone\'s chief medical officer, Dr Brima Kargbo, said authorities were investigating the case of a 14-year-old boy who died in the town of Buedu in the eastern Kailahun District.\n\nThe boy had travelled to Guinea to attend the funeral of one of the outbreak\'s earlier victims.\n\nMr Kargbo said a medical team had been sent to Buedu to test those who came into contact with the boy before his death.\n\nThe international medical charity Medecins Sans Frontieres (MSF) announced on Saturday it was reinforcing its medical and logistics teams in Guinea in response to the epidemic.\n\nIt is also flying in 33 tonnes of medicines and equipment and is setting up isolation units in the three affected towns in Guinea.\n\n""These structures are essential to prevent the spread of the disease, which is highly contagious,"" Dr. Esther Sterk, MSF\'s tropical medicine adviser, said in a statement. ""Specialised staff are providing care to patients showing signs of infection.""\n\nEbola is introduced into the human population through close contact with infected animals including chimpanzees, gorillas, fruit bats, monkeys, forest antelope and porcupines, according to the WHO.\n\nThe disease, which is transmitted between humans through contact with organs, blood, secretions, or other bodily fluids, is most commonly found in the Democratic Republic of Congo, Uganda, South Sudan and Gabon.\n\nThough no epidemics of the disease have been recorded among humans in West Africa, a variety of Ebola infected a colony of chimpanzees in Ivory Coast\'s Tai National Park, near the country\'s border with Liberia, in 1994.\n\nA Swiss scientist, who performed an autopsy on one of the infected animals, contracted the disease but later recovered.', 'Guinea has received confirmation that a mysterious disease that has killed up to 59 people in the West African country is the haemorrhagic fever Ebola.\nSix of the 12 samples sent for analysis tested positive for Ebola, said Dr Sakoba Keita, who heads the epidemics prevention division at Guinea\'s health ministry.\nHe said that health officials had registered 80 suspected cases of the disease, including 59 deaths.\n""But you have to understand that not all the cases are necessarily due to Ebola fever.\nA Swiss scientist, who performed an autopsy on one of the infected animals, contracted the disease but later recovered.']"
37256,http://www.sbs.com.au/news/article/2014/03/23/ebola-outbreak-claims-least-34-guinea,health,"['Guinea has identified the Ebola virus as the source of a highly contagious epidemic raging through its southern forests, as the death toll rose to 34.\n\nExperts in the west African nation had been unable to identify the disease, whose symptoms - diarrhoea, vomiting and bleeding - were first observed six weeks ago, but scientists in the French city of Lyon confirmed it was Ebola, the Guinean health ministry said.\n\n""We got the first results from Lyon yesterday (Friday), which informed us of the presence of the Ebola virus as the cause of this outbreak,"" Sakoba Keita, the ministry\'s chief disease prevention officer, told AFP.\n\n""Up to today we have identified 49 cases with 34 deaths in four prefectures.""\n\nTo date, no treatment or vaccine is available for Ebola, which kills between 25 per cent and 90 per cent of those who fall sick, depending on the strain of the virus, according to the World Health Organisation.\n\nThe disease is transmitted by direct contact with blood, faeces or sweat, or by sexual contact or unprotected handling of contaminated corpses.\n\nMedical aid group Doctors Without Borders (MSF) said in a statement it would strengthen its team of 24 doctors, nurses, logisticians and experts in hygiene and sanitation already in Guinea.\n\nThe organisation has set up isolation units for suspected cases in the southern region of Nzerekore and is looking for people who may have had contact with the infected.\n\nMSF said it was sending about 33 tonnes of medicines and isolation, sanitation and protective equipment in two planes leaving from Belgium and France.\n\nEbola, one of the world\'s most virulent diseases, was first discovered in the Democratic Republic of Congo (DRC) in 1976 and the country has had eight outbreaks.\n\nThe most recent epidemic, in the DRC, infected 62 people and left 34 dead between May and November 2012, according to the country\'s health ministry.\n\nThere are fears it could be used in a biological weapons attack.', 'Guinea has identified the Ebola virus as the source of a highly contagious epidemic raging through its southern forests, as the death toll rose to 34.\n""We got the first results from Lyon yesterday (Friday), which informed us of the presence of the Ebola virus as the cause of this outbreak,"" Sakoba Keita, the ministry\'s chief disease prevention officer, told AFP.\n""Up to today we have identified 49 cases with 34 deaths in four prefectures.""\nMSF said it was sending about 33 tonnes of medicines and isolation, sanitation and protective equipment in two planes leaving from Belgium and France.\nThe most recent epidemic, in the DRC, infected 62 people and left 34 dead between May and November 2012, according to the country\'s health ministry.']"
37257,http://voiceofrussia.com/news/2014_03_23/Health-groups-rally-against-Ebola-outbreak-in-southern-Guinea-4484/,health,"['We are committed to protecting your personal information and we have updated our Privacy Policy to comply with the General Data Protection Regulation (GDPR), a new EU regulation that went into effect on May 25, 2018.\n\nPlease review our Privacy Policy. It contains details about the types of data we collect, how we use it, and your data protection rights.\n\nSince you already shared your personal data with us when you created your personal account, to continue using it, please check the box below:', 'We are committed to protecting your personal information and we have updated our Privacy Policy to comply with the General Data Protection Regulation (GDPR), a new EU regulation that went into effect on May 25, 2018.\nPlease review our Privacy Policy.\nIt contains details about the types of data we collect, how we use it, and your data protection rights.\nSince you already shared your personal data with us when you created your personal account, to continue using it, please check the box below:']"
37258,http://allafrica.com/stories/201403230003.html,health,
